ID,Northern,Central
1116,วัน เกิด ลูก อา ติ๊ด หน้า นี่ ลูก ใคร่ อยาก ไป กิ๋น ข้าว ตี้ ล้าน ไหน จะ ไป เค เอฟ ซี กา ว่า เอ็ม เค,วัน เกิด ลูก สัปดาห์ หน้า ลูก อยาก ไป กิน ข้าว ที่ ร้าน ไหน อยาก ไป เค เอฟ ซี หรือ ว่า เอ็ม เค
1117,อ้าย อินทร์ สม ไป ไหน มา ก๋า เจ้า หัน ออก บ้าน ต๊ะ เมื่อ เจ๊า ละ บ่า เดี่ยว ปอ แลง ละ ก่า มา หัน หน้า,พี่ อินทร์ สม ไป ไหน มา คะ เห็น ออก จาก บ้าน ตั้ง แต่ เช้า ละ นี่ ก็ เย็น ละ เพิ่ง เห็น หน้า
1118,จะ ไป มา ถาม ถี่ ถาม ย่อย กับ แม่ มึง นิ นา แม่ ก่อ เอา ซะ ตาง มึง ไป ซื้อ ของ กิ๋น กุ๊ วัน น่า ก่า,อย่า มา ซัก ไซ้ ถาม ละ เอียด กับ แม่ นะ แม่ ก็ เอา เงิน ของ เธอ ไป ซื้อ กับ ข้าว ทุก วัน น่ะ สิ
1119,คน บ่า เดี่ยว แต่ง งาน กั๋น อยู่ กั๋น บ่า อ๊ด ผิด หัว กั๋น กำ ก็ ไล่ กั๋น ซ้ำ กู้ ก็ ละ กั๋น ไป เหีย,คน สมัย นี้ แต่ง งาน กัน อยู่ ด้วย กัน ไม่ นาน ทะเลาะ กัน ที ก็ ไล่ กัน อีก ทั้ง บาง คู่ ก็ หย่า ร้าง กัน ไป
1120,ก็ อย่าง ว่า เนาะ กึ้ด นัก ก่อ บ่ ดี บ่ กึ้ด หยัง ก่อ บ่ ดี อะ หยัง ตี้ มี ผะ โย จ้ะ นะ ก่อ กึ้ด ไป เต้อะ อะ หยัง ตี้ เปล่า ดาย ก่อ เว้น ไว้ พ่อง,ก็ อย่าง ว่า นะ คิด เยอะ ก็ ไม่ ได้ ไม่ คิด ก็ ไม่ ดี อะ ไร ที่ มี ประ โยชน์ ก็ คิด ไป เถอะ อะ ไร ที่ เปล่า ประ โยชน์ ก็ เว้น เว้น ไว้ บ้าง
1121,ปอ ปล่อย ป๋า เสร็จ นั่ง รถ ไป สนาม หลวง ไป ผ่อ งาน สัปดาห์ ส่ง เสริม พระ พุทธศาสนา เนื่อง จาก เป๋น วัน หยุด ต่อ เนื่อง,พอ ปล่อย ปลา เสร็จ นั่ง รถ ไป สนาม หลวง ไป ดู งาน สัปดาห์ ส่ง เสริม พระ พุทธศาสนา เนื่อง จาก เป็น วัน หยุด ต่อ เนื่อง
1122,ตะ วา อิ แม่ ซื้อ คัว เข้า มา อย่าง นัก ขนาด แม่ เอา ไป ตำ ไว้ ไหน ก่อ บ่ ฮู้ จ้วย แม่ เซาะ กำ,เมื่อ วาน แม่ ซื้อ ของ เข้า มา เยอะ มาก แม่ เอา ไป วาง ไหน ก็ ไม่ รู้ ช่วย แม่ หา หน่อย
1123,วัน นี้ ตี้ บ้าน หนอง แป้ะ จะ มี กาด นัด ตอน แลง เป๋น เตื่อ แรก ของ ต๋ำ บล เฮา เลย นะ ตี้ จัด งาน ได้,วัน นี้ ที่ บ้าน หนอง แพะ จะ มี ตลาด นัด ตอน เย็น เป็น ครั้ง แรก ของ ตำ บล เรา เลย นะ ที่ จัด งาน ได้
1124,บ้าน ปี้ คำ เปิ้น ว่า จะ จัด งาน ขึ้น บ้าน ใหม่ เปิ้น ใคร่ ขอ ยืม หม้อ ไห ตะ ไหล ป้าก บ้าน เฮา ไป ยะ กิ๋น กำ,บ้าน พี่ คำ เขา ว่า จะ จัด งาน ขึ้น บ้าน ใหม่ เขา อยาก ขอ ยืม อุปกรณ์ ทำ ครัว ของ บ้าน เรา ไป ทำ อา หาร หน่อย
1125,เหงย ผ่อ ตัง บน ฟ้า บ่า หัน ดาว ซัก แก่น กะ หลั้ง ว่า ฝน จะ ตก ก้า บ่า ตก มา หลาย วัน ละ,แหงน ดู ข้าง บน ฟ้า ไม่ เห็น ดาว สัก ดวง หวัง ว่า ฝน จะ ตก นะ ไม่ ตก มา หลาย วัน ละ
1126,เป๋น เวร เป๋น กั๋มม์ อะ หยัง ของ ข้า ล้ำ เหลือ มี ลูก กะ ติด ยา มี หลาน กะ บ่า ฮ่ำ บ่า เฮียน,เป็น เวร เป็น กรรม อะ ไร ของ ฉัน หนัก หนา มี ลูก ก็ ติด ยา มี หลาน ก็ ไม่ เรียน หนัง สือ
1127,บ่า เป๋น หยัง ลูก ได้ เกรด ตะ ใด ก่อ ได้ ขะ แนม เอา ตั๋ว รอด ได้ เฮียน แล้ว ลูก มี ความ สุข ก่อ เอา ละ,ไม่ เป็น ไร ลูก ได้ เกรด เท่า ไหร่ ก็ ได้ ขอ ลูก เอา ตัว รอด ได้ เรียน แล้ว มี ความ สุข ก็ พอ ละ
1128,น้อง ยัง ใคร่ หลับ อยู่ เลย แม่ ตาง นอก หนาว ก่อ หนาว ขอ สุ่น ผ้า ห่ม แหม เกิ่ง จั้ว โมง บ่ ได้ กา,ผม ยัง อยาก หลับ อยู่ เลย แม่ ข้าง นอก หนาว ก็ หนาว ขอ แทรก ผ้า ห่ม อีก ครึ่ง ชั่ว โมง ไม่ ได้ เหรอ
1129,ถ้า ปี้ เยียะ ก๋าน แล้ว เอิ้น หา ผม ตวย เน่อ ผม จะ ได้ ไป ฮับ ปี้ แล้ว ลวด ไป กิ๋น เข้า,ถ้า พี่ ทำ งาน เสร็จ ทัก มา หา ผม ด้วย นะ ผม จะ ได้ ไป รับ พี่ แล้ว ไป กิน ข้าว ด้วย กัน
1130,ตะ วา เมื่อ เจ๊า เหมย ตก นัก ขนาด หนาว ใบ้ หนาว ง่าว เป๋น ดี กึ๊ด ยาก จะ ลุก มา อาบ น้ำ แต๊,เมื่อ วาน ตอน เช้า หมอก ลง เยอะ มาก อา กาศ หนาว มาก มาก น่า หนัก ใจ ที่ จะ ตื่น ขึ้น มา อาบ น้ำ ยิ่ง นัก
1131,น้อง บ่า กิ๋น เผ้ด เจ้า ปี้ กิ๋น แล้ว มัน ชอบ หลุ้ ต๊อง วัน นั้น ก่อ ได้ ไป นอน โฮง ยา,หนู ไม่ กิน เผ็ด ค่ะ พี่ กิน แล้ว มัน ชอบ ท้อง เสีย วัน ก่อน ก็ ได้ ไป นอน โรง พยาบาล
1132,ปี้ น้อง บ้าน นี่ เปิ้น เป๋น กั๋น แต๊ น่อ จัด งาน กุ๊ เตื้อ ตึง ม่วน งัน สัน เล้า แต๊,ชาว บ้าน หมู่ บ้าน นี้ สามัคคี กัน ดี มาก จัด งาน แต่ ละ ครั้ง สนุก สนาน มาก
1133,ลุก ได้ แล้ว อี่ หน้อย กิ๋น เข้า งาย แล้ว เกียม ตั๋ว ป้อ มึง จะ ไป แอ่ว บ้าน แม่ อุ๊ย,ตื่น ได้ แล้ว ลูก สาว รับ ประ ทาน อา หาร เช้า แล้ว เตรียม ตัว พ่อ จะ ไป เยี่ยม ย่า
1134,จ๊าง ตั๋ว นี้ มี ลักษณะ ดี หลาย อย่าง งา ก็ ยาว ซฺว้าง เหมาะ เป๋น จ๊าง มงคล คู่ บ้าน คู่ เมือง,ช้าง ตัว นี้ มี ลักษณะ ดี หลาย อย่าง งา ก็ ยาว เรียว เหมาะ จะ เป็น ช้าง มงคล คู่ บ้าน คู่ เมือง
1135,อ้าย นิตย์ เปิ้น เป๋น คน เก่ง เฮียน จบ สูง ได้ ทุน เฮียน ตี้ เมือง นอก บ่า เดี่ยว ก็ เยียะ ก๋าน เมือง นอก,พี่ นิตย์ เขา เป็น คน เก่ง วุฒิ การ ศึก ษา สูง ได้ ทุน เรียน ที่ ต่าง ประ เทศ ตอน นี้ ก็ ทำ งาน ที่ ต่าง ประ เทศ
1136,ตะ คืน จ่ม ว่า ฮ้อน ฮิม ล้ม ฮิม ต๋าย ผด เจ๊า มา เป๋น ลม เป๋น ฝน อา กาศ หน้า นี้ มัน หยั่ง ใย กั๋น แน่ นิ,เมื่อ คืน บ่น ว่า ร้อน จะ ตาย ชัก ตก ถึง ตอน เช้า พา ยุ เข้า อา กาศ หน้า นี้ มัน ยัง ไง กัน แน่ ล่ะ นี่
1137,ละ อ่อน เต้า อั้น กา กัน ว่า คน ใหญ่ กา ว่า จาว บ้าน สน ใจ๋ ใคร่ เยียะ โตย เล้าะ ไป ฮ่วม ได้ ก่อ,เด็ก เด็ก เท่า นั้น เหรอ ถ้า หาก ผู้ ใหญ่ หรือ ชาว บ้าน สน ใจ อยาก ทำ ด้วย ละ ไป ร่วม ได้ มั้ย
1138,เจ็บ หัว เข่า ขนาด ตะ วา ข้อง สาย ไฟ ต้าว เอา หัว เข่า ลง ปื้น หน้า บุญ มี คน หัน ละ เปิ้น มา จ้วย บ่า อั้น นี่ บ่า ฮู้ จะ ยะ อย่าง ใด ละ,เจ็บ หัว เข่า มาก เลย เมื่อ วาน สะ ดุด สาย ไฟ ล้ม เอา หัว เข่า ลง พื้น ดี นะ มี คน มา เห็น แล้ว เขา มา ช่วย ไม่ งั้น นี่ ไม่ รู้ จะ ทำ ยัง ไง ละ
1139,พูก มะ เจ๊า แม่ จะ ไป วัด ตาน ขัน ข้าว หื้อ อุ๊ย เน้อ พูก วัน พระ ลูก จะ ไป ตวย แม่ ก่อ ลูก จะ ได้ ลวด ทำ บุญ ตวย,พรุ่ง นี้ เช้า แม่ จะ ไป วัด ทำ บุญ ให้ ยาย นะ พรุ่ง นี้ วัน พระ ลูก จะ ไป กับ แม่ มั้ย ลูก จะ ได้ ทำ บุญ กับ แม่ ด้วย
1140,เดือน หน้า นี่ หมู่ บ้าน เฮา จะ แป๋ง รถ กระ ทง ไป แข่ง ประ กวด กับ เปิ้น ใคร่ ขอ ตาง โฮง เฮียน มา จ้วย เป๋น เก๊า จัด งาน กำ อี้ หนา,เดือน หน้า นี้ หมู่ บ้าน ของ เรา จะ ทำ รถ กระ ทง ไป แข่ง ประ กวด กับ เขา อยาก ขอ ให้ ทาง โรง เรียน มา ช่วย เป็น เจ้า ภาพ จัด งาน หน่อย นะ
1141,แม่ อุ้ย บ่ ค่อย สบาย ไป ไจ ผ่อ เปิ้น กำ เผื่อ เปิ้น อยาก ได้ อะ หยัง ก็ โทร มา บอก แม่ เดียว แม่ จะ ซื้อ เข้า ไป หื้อ,ยาย ไม่ ค่อย สบาย ไป เยี่ยม ดู แล ท่าน หน่อย เผื่อ ท่าน อยาก ได้ อะ ไร ก็ โทร มา บอก แม่ เดี๋ยว แม่ จะ ซื้อ ไป ให้
1142,ผ่อ อิ นี้ ลอ หยัง มา ตา แป๋ง หน้า ขาว ตา ปาก แดง ผ่อ หน้า หยัง วอก สลิด ดก แต้ ว่า,ดู อี นี้ สิ ทำ ไม ทำ หน้า ขาว ทา ปาก แดง ดู หน้า เหมือน ลิง ดู แรด ซะ จริง นะ
1143,หนาน จา สิก ป้น ตุ๊ มา ใหม่ ไป ลัก ฮัก เมา น้า จอย แม่ หม้าย ลูก ติด บ้าน อยู่ ตาง หล่าย น้ำ คือ,ทิด จา ลา สิก ขา มา ใหม่ ไป แอบ หลง รัก น้า จอย แม่ หม้าย ลูก ติด บ้าน อยู่ ทาง ข้าง ละ แวก คู น้ำ
1144,ไอ่ คำ เมื่อ ตอน นี้ ว่าง ก่อ ถ้า ว่าง เฮา เขา ไป แอ่ว งาน ผ้า ป่า ที่ วัด ป่า บง กั๋น บ๋อ เขา ว่า มี รำวง ม่วน ขนาด,ไอ่ คำ กลาง วัน นี้ ว่าง ไหม ถ้า ว่าง พวก เรา ไป เที่ยว งาน ผ้า ป่า ที่ วัด ป่า บง กัน ไหม เขา ว่า มี รำวง สนุก มาก มาก
1145,เฮา บ่า ชอบ หนา คน อู้ บ่า ฮู้ เรื่อง เหนียะ อู้ อะ หยัง ไป ก่อ บ่า เกย ฟัง เลย เฮา ก้าย แล้ว เน้อ ฮู้ ก่อ,เรา ไม่ ชอบ นะ คน พูด ไม่ รู้ เรื่อง เนี่ย พูด อะ ไร ไป ก็ ไม่ เคย ฟัง เลย เรา เบื่อ แล้ว นะ รู้ มั้ย
1146,กำ จะ ออก บ้าน ไป ไหน นา ปิด ปะ ตู๋ ขัง หมา ไว้ ใน บ้าน เน้อ วัน นี้ เปิ้น จิ บะ ถบ กั๋น นา,ถ้า จะ ออก บ้าน ไป ไหน นะ ปิด ประ ตู ขัง หมา ไว้ ใน บ้าน ด้วย นะ วัน นี้ เขา จุด ประ ทัด กัน
1147,โห้ะ เตว ปอ อิ๊ด ปอ จะ เป๋น ลม ยัง บ่า ถึง เตื้อ อี้ ดอย นี่ มัน ตาง กี้ กิโล บะ ล้ำ บะ เหลือ,ห้ะ เดิน มา เหนื่อย จน จะ เป็น ลม ยัง ไม่ ถึง อีก หรอ เขา ลูก นี้ มัน ระ ยะ ทาง กี่ กิโล นัก หนา
1148,ป้า เจ้า เห็ด หู ลฺวะ นี้ ขาย โล เต้า ใด เจ้า ข้า เจ้า อยาก ได้ สัก สาม สี่ โล เอา ไป ผัด เลี้ยง แขก ใน งาน สัมมนา วัน พรูก,ป้า ขา เห็ด หู หนู นี้ ขาย โล ละ เท่า ไหร่ คะ หนู อยาก ได้ สัก สาม สี่ กิโล เอา ไป ผัด เลี้ยง แขก ใน งาน สัมมนา วัน พรุ่ง นี้
1149,ตะ คืน เมา ผ่อ หนัง ช่อง เจ็ด ก่อ เลย หลับ เดิ้ก วัน นี้ ตื่น มา เลย เฮียน บ่า ฮู้ เรื่อง ใคร่ หลับ ขนาด,เมื่อ คืน มัว ดู หนัง ช่อง เจ็ด ก็ เลย นอน ดึก วัน นี้ ตื่น มา เลย เรียน ไม่ รู้ เรื่อง ง่วง นอน มาก
1150,อ้าย ต๊ะ เจ้า บ่า เดี่ยว นี้ ลูก อ้าย โดน หมา ขบ หนิ เจ้า ขะ ใจ๋ มา เอา มัน ไป โฮง ยา ก่อน เจ้า,พี่ ต๊ะ คะ ตอน นี้ ลูก พี่ โดน หมา กัด รีบ พา ลูก พี่ ไป โรง พยาบาล เถอะ ค่ะ
1151,มี ปะ เลอะ ปะ เต๋อ ดอก ตี้ เปิ้น เอา ไป ไหว้ พระ อะ ตึง ดอก บัว ดอก เอื้อง ดอก คำ ปู้ จู้ แม่น มด นะ,มี เยอะ แยะ ดอก ที่ เค้า เอา ไป ไหว้ พระ อะ ทั้ง ดอก บัว ดอก กล้วย ไม้ ดอก ดาว เรื่อง ใช่ หมด แหละ
1152,ช่วง เดือน กุม ภา นี่ ตาง เจียง ใหม่ เปิ้น มี งาน ไม้ ดอก ไม้ ประ ดับ รถ แห่ เปิ้น แต่ง เป๋น ดอก ดวง งาม จ๋น,ช่วง เดือน กุม ภา พันธ์ นี้ ทาง จัง หวัด เชียง ใหม่ เค้า มี งาน ไม้ ดอก ไม้ ประ ดับ รถ ขบวน เขา ประ ดับ ดอก ไม้ อย่าง สวย งาม
1153,ปั๋ญหา ขยะ บ้าน เฮา ฮู้ สึก ว่า มัน จะ หนัก หนา ปา ป้าน เกิ๋น ละ นะ หื้อ กำ นัน ฮ้อง ประ ชุม เหีย กำ ดี บ๋อ จะ ได้ จัด ก๋าน หื้อ มัน ดี ดี ไป เหีย,ปัญหา ขยะ บ้าน เรา มัน ชัก จะ เลย เถิด ไป ทุก ที แล้ว นะ ให้ กำ นัน เรียก ประ ชุม สัก ที ดี ไหม จะ ได้ จัด การ ให้ มัน เรียบ ร้อย เสีย ที
1154,ตั๋ว ฮู้ ก่อ เยียะ หยัง งาน แต่ง งาน บ้าน เฮา เปิ้น ซอบ เลี้ยง ยำ ล้อน ไป กุ๊ งาน ตึง มี ก้า ยำ ล้อน,เธอ ทราบ ไหม ทำ ไม งาน แต่ง งาน บ้าน เรา เขา ชอบ เลี้ยง ยำ วุ้น เส้น ไป ทุก งาน ก็ มี แต่ ยำ วุ้น เส้น
1155,วัน พูก จะ ไป จ้วย งาน อา จ๋าน ตวย กั๋น ก่อ เปิ้น จะ ได้ ขี่ รถ ไป ฮับ ตั๋ว ตี้ บ้าน,วัน พรุ่ง นี้ จะ ไป ช่วย งาน อา จารย์ ด้วย กัน มั้ย ฉัน จะ ได้ ขี่ รถ ไป รับ เธอ ที่ บ้าน
1156,เข้า มา ใน วิ หาร แล้ว จะ ไป เดือด ดัง เน่อ คน เถ้า เปิ้น นั่ง ภาวนา กั๋น อยู่,เข้า มา ใน วิ หาร แล้ว อย่า คุย กัน เสียง ดัง นะ ผู้ เฒ่า ผู้ แก่ เขา กำ ลัง นั่ง บริกรรม กัน อยู่
1157,วัน สิ้น ปี๋ ปี๋ นี่ เฮา จะ ไป แอ่ว กัน ตัง ใด ดี ต๋าม ห้าง หลาย ตี้ เขา ก่อ จัด งาน เค้า ดาว ม่วน งัน กั๋น ขนาด,วัน สิ้น ปี ปี นี้ เรา จะ ไป เที่ยว กัน ที่ ไหน ดี แถว ห้าง หลาย ที่ เขา ก็ จัด งาน เคาท์ ดาวน์ สนุก กัน มาก
1158,ตะ คืน นอน อยู่ ได้ ยิน เสียง หมา หอน ลุก ป่า เฮ่ว ไล่ มา ตวย ตาง เฮา กะ กอย ฟัง ว่า มัน จะ หอน ไป ไหน เหอะ เสียง มัน มา หยุด หน้า บ้าน เฮา หนี้,เมื่อ คืน นอน อยู่ ได้ ยิน เสียง หมา หอน จาก ป่า ช้า ไล่ มา ตาม ทาง เรา ก็ คอย ฟัง ว่า มัน จะ หอน ไป ที่ ไหน เฮอะ เสียง มัน มา หยุด ที่ หน้า บ้าน ซะ นี่
1159,เต้า อี้ ก้อ ปอ มี น้ำ พิก อี่ เก๋ กั๊บ ไข่ ป่าม อยู่ หั้น สอง อย่าง แล้ว เลย เยียะ แกง หนี้ เตื่อม อย่าง เดียว,เท่า นี้ ก็ พอ มี น้ำ พริก อี เก๋ กับ ไข่ ป่าม อยู่ นั่น สอง อย่าง แล้ว จึง ทำ แกง นี่ เพิ่ม แค่ อย่าง เดียว
1160,ขาย ลำ ไย ปี๋ นี้ จะ ซื้อ รถ ถีบ ใหม่ หื้อ อี่ แม่ สัก กัน เอา ไว้ ขี่ ไป กาด เมื่อ เจ๊า,ขาย ลำ ไย ได้ ปี นี้ จะ ซื้อ รถ จักรยาน คัน ใหม่ ให้ แม่ สัก คัน เอา ไว้ ปั่น ไป ตลาด ตอน เช้า
1161,นอก จาก แอ่ว ต่าง จัง หวัด เฮา ยัง ไป แอ่ว โลง แลม ใน กรุง เทพ ตวย กัน ไป แอ่ว โลง แลม แบบ ชั่ว คราว มัน ตึง ขาว ขาว ตึง นั้น,นอก จาก เที่ยว ต่าง จัง หวัด เรา ยัง ไป เที่ยว โรง แรม ใน กรุง เทพ ด้วย กัน ไป เที่ยว โรง แรม แบบ ชั่ว คราว ขาว ขาว ทั้ง นั้น
1162,ใน ความ คิด ผม ผม กึ้ด ว่า ก๋าน เฮียน ก็ เพื่อ เป๋น แนว ทาง เต้า อั้น ความ เก่ง ความ สามารถ หลาย หลาย อย่าง มัน เฝิ้ก กั๋น ได้,ใน ความ คิด ผม ผม คิด ว่า การ เรียน ก็ เพื่อ เป็น แนว ทาง เท่า นั้น ความ เก่ง ความ สามารถ หลาย หลาย อย่าง มัน ฝึก กัน ได้
1163,เอก สาร เกียม หื้อ เส็ด แล้ว มา เซ็นต์ หื้อ กำ เดียว จะ ได้ เอา ไป ส่ง หื้อ เจ้า หน้า ที่ ละ,เอก สาร เตรียม ไว้ ให้ เสร็จ แล้ว มา เซ็นต์ ให้ หน่อย เดี๋ยว จะ ได้ เอา ไป ส่ง เจ้า หน้า ที่ ละ
1164,วัน พูก วัน หยุด เฮา จะ ไป แอ่ว ตี้ ไหน ดี อยู่ บ้าน บ่า ดาย ก่า ง่อม ใคร่ ไป สูด อา กาศ ตาง นอก พ่อง,พรุ่ง นี้ วัน หยุด เรา ไป จะ เที่ยว ที่ ไหน ดี อยู่ บ้าน เฉย เฉย ก็ เหงา อยาก ไป สูด อา กาศ ข้าง นอก
1165,บ่า เอา บ่า เอา ตี้ บ้าน มี ปะ เลอะ แล้ว ของ เล่น อะ ซื้อ ไป เดว มัน จะ ฮก บ้าน หั้น วัน ใหม่ ก้อย ซื้อ เล่น อัน เก่า ตี้ บ้าน ไป ก่อน,ไม่ เอา ไม่ เอา ที่ บ้าน มี เยอะ แยะ แล้ว ของ เล่น อะ ซื้อ ไป เดี๋ยว มัน จะ รก บ้าน เอา วัน หลัง ค่อย ซื้อ เล่น อัน เก่า ที่ บ้าน ไป ก่อน
1166,น้ำ กะ วิด ออก ไป จ้าด นัก ละ แล้ว มัน หยัง บ่ หมด สระ สัก เตื้อ นิ กา ว่า ใผ ข่าง น้ำ เข้า มา แถม หา,น้ำ ก็ วิด ออก ไป ตั้ง เยอะ แล้ว แล้ว ทำ ไม มัน ยัง ไม่ หมด สระ ซะ ที เนี่ย หรือ ว่า ใคร ปล่อย น้ำ เข้า มา อีก ฮะ
1167,ตะ วา ไป เปิด ผ่อ หนัง ช่อง สาม ม่วน ขนาด พระ เอก ก่อ หล่อ นาง เอก ก่อ งาม ม่วน แต้,เมื่อ วาน ไป เปิด ดู หนัง ช่อง สาม สนุก มาก พระ เอก ก็ หล่อ นาง เอก ก็ สวย สนุก จริง
1168,ตั๋ว ตั๋ว เกย ไป ตาง นี้ ก่อ พุก เปิ้น จะ ขึ้น ไป เจียง ฮาย หน ตาง นี้ เปิ้น บ่ เกย มา ขับ รถ หื้อ เปิ้น กำ เน้อ,เธอ เธอ เคย ไป ทาง นี้ ไหม วัน พรุ่ง นี้ จะ ขึ้น ไป เชียง ราย เส้น นี้ เค้า ไม่ ชิน ทาง มา ขับ รถ ให้ หน่อย
1169,หัน บะ น้ำ มี หลัง บ้าน หั้น แก่น นึ่ง เฮา เอา มา หนึ้ง กิ๋น กับ น้ำ พริก อ่อง บ๋อ มัน ลำ เน้อ,เห็น น้ำ เต้า มี หลัง บ้าน หนึ่ง ลูก เรา เอา มา นึ่ง กิน กับ น้ำ พริก อ่อง มั้ย มัน อร่อย นะ
1170,ซม ปู จู้บ นี้ บ่ ท่า ละ ก้า บ่ ตัน ได้ หยัง ตึง นก ตึง ฮอก ตึง ไหน่ ตึง หนู เอา ไป กิ๋น หมด ละ บ่ เหลือ ไว้ หื้อ คน สัก แก่น,ชม พู่ รอบ นี้ คง ไม่ ได้ ละ ไม่ ทัน ไร ทั้ง นก ทั้ง กระ รอก ทั้ง กระ จ้อน ทั้ง หนู เอา ไป กิน หมด ละ ไม่ เหลือ ไว้ ให้ คน สัก ลูก
1171,งาน แต่ง ลูก ป้า น้อย ตะ วา เปิ้น จัด ใหญ่ ขนาด ขนาด อยู่ คน ละ หล่าย น้ำ ปิง ยัง ได้ ยิน เสียง เพลง,งาน แต่ง ลูก ป้า น้อย เมื่อ วาน เขา จัด ใหญ่ มาก ขนาด อยู่ คน ละ ฝาก น้ำ ปิง ยัง ได้ ยิน เสียง เพลง
1172,ตะ กี้ อ้าย จะ จ๋า ว่า เปิ้น มี ลด บอลิก๋าน โตย แต่ หมู่ สู ว่า จะ เตียว อ้าย เลย ดั๊ก เตียว ก้อ เตียว,เมื่อ กี้ พี่ จะ บอก ว่า เขา มี รถ บริการ ด้วย แต่ พวก เธอ บอก จะ เดิน พี่ เลย เงียบ เดิน ก็ เดิน
1173,วัน นี้ แป๋ง น้ำ พริก กะ ปิ๋ กับ ทอด ไข่ ใส่ ผัก หละ มี แก๋ง มัน อี่ ลู เอา มา กิ๋น แอ้ม ตวย ลำ ขนาด เน้อ,วัน นี้ ทำ น้ำ พริก กะปิ กับ ทอด ไข่ ใส่ ชะ อม มี แกง มัน ฝรั่ง เอา มา กิน คู่ ด้วย อร่อย มาก นะ
1174,ตั๋ว เลก มี สอง จะ นิด ตั๋ว เลข โหรา กั๊บ ตั๋ว เลข ใน ทำ ผม ยัง จ๋ำ ได้ บ่ เสี้ยง เตื้อ คับ,ตัว เลข มี สอง ชนิด ตัว เลข โหรา กับ ตัว เลข ใน ธรรม ผม ยัง จำ ได้ ไม่ ครบ เลย ครับ
1175,ปี๋ นี้ บ้าน เฮา แล้ง ขนาด น้ำ ก่อ ปอ บ่า มี ใส่ ลำ ไย ป้อ หลวง บ้าน ก่อ บ่า ว่า จะ ใด สัก เตื้อ,ปี นี้ บ้าน เรา แล้ง มาก น้ำ ก็ มี ไม่ พอ ใส่ ลำ ไย ผู้ ใหญ่ บ้าน ก็ ไม่ ว่า อะ ไร สัก ที
1176,แม่ อุ๊ย ซิ่น ผืน นี้ ตอ ได้ ซาว ปี๋ ละ กะ เจ้า สี ยัง สด อยู่ เลย ถ้า บ่า ถาม นึก ว่า ซิ่น ตอ ใหม่ ปี๋ สอง ปี๋,ยาย ซิ่น ผืน นี้ ทอ ได้ ยี่ สิบ ปี แล้ว หรอ คะ สี ยัง สด อยู่ เลย ถ้า ไม่ ถาม นึก ว่า ซิ่น ทอ ใหม่ ปี สอง ปี
1177,น้อง ดิน อา ยุ เต้า ใด ละ เจ้า ปี้ หยัง มา ตัว สูง แต้ สูง ว่า สูง ล้ำ ป้อ กับ แม่ ไป นัก ขนาด,น้อง ดิน อา ยุ เท่า ไหร่ แล้ว คะ พี่ ทำ ไม ตัว สูง มาก มาก สูง เลย พ่อ กับ แม่ ไป เยอะ มาก
1178,อืม ผ้า ตุ้ม ตอ มือ ลาย ดอก นี่ ต๋อน แรก ก็ กึ้ด ว่า สี ท่า จะ แพง ปอ ถาม รา คา เต้า อั้น นะ ฟั่ง เปี๋ย เอา มา เลย สาม ผืน,อืม ผ้า ห่อ ทอ มือ ลาย ดอก ผืน นี้ นี่ ตอน แรก ก็ นึก ว่า คง จะ แพง น่า ดู พอ ถาม รา คา เท่า นั้น แหละ รีบ คว้า เอา มา เลย สาม ผืน
1179,ดิน สอ อะ หยัง อย่าง ใด เหล้ม เป๋น ซาว สาม สิบ มัน ใช้ แล้ว เรือง แสง ได้ ก๋า ผ่อ อย่าง ฮา นิ เหล้ม บาท ก็ เขียน ได้ ละ,ดิน สอ อะ ไร วะ นั่น แท่ง หนึ่ง ตั้ง ยี่ สิบ สาม สิบ มัน ใช้ แล้ว เรือง แสง เรอะ ดู อย่าง ข้า นี่ แท่ง ละ บาท ก็ เขียน ได้ ละ
1180,ขอ ไป ส่ง เปิ้น ซื้อ ผลไม้ กำ ลอ เปิ้น ใคร่ อยาก กิ๋น บะ ม่วง ส้ม ส้ม หื้อ ต๋า เป่ง หน้อย เต้อะ,ขอ ไป ส่ง ฉัน ซื้อ ผลไม้ หน่อย ฉัน อยาก กิน มะ ม่วง เปรี้ยว เปรี้ยว ให้ ตา สว่าง หน่อย เถอะ
1181,พู่ กั๋น อัน นี้ ตาง ปล๋าย มัน ปู้ ไป ละ ว่า จะ ซื้อ อัน ใหม่ ก็ ยัง บ่ มี เวลา ไป ซื้อ สัก เตื้อ,พู่ กัน อัน นี้ ตรง ปลาย มัน ทู่ ไป ละ ว่า จะ ซื้อ อัน ใหม่ ก็ ยัง ไม่ มี เวลา ไป ซื้อ สัก ที
1182,น้อง ใคร่ ได้ เต่ว ผืน ใหม่ อ่ะ ผืน นี้ มัน ปุ๊ด แล้ว ใผ หัน ใผ ก่อ ไค่ หัว ใส่ น้อง,น้อง อยาก ได้ กาง เกง ผืน ใหม่ ผืน มัน ขาด แล้ว ใคร เห็น ก็ หัว เราะ ใส่ น้อง
